handle,title,body,vendor,type,tags,published,option1Name,option1Value,option2Name,option2Value,option3Name,option3Value,variantSKU,variantGrams,variantInventoryTracker,variantInventoryPolicy,variantFulfillmentService,variantPrice,variantCompareAtPrice,variantRequiresShipping,variantTaxable,variantBarcode,imageSrc,imagePosition,imageAltText,giftCard,seoTitle,seoDescription,googleShoppingGoogleProductCategory,googleShoppingGender,googleShoppingAgeGroup,googleShoppingMPN,googleShoppingAdWordsGrouping,googleShoppingAdWordsLabels,googleShoppingCondition,googleShoppingCustomProduct,googleShoppingCustomLabel0,googleShoppingCustomLabel1,googleShoppingCustomLabel2,googleShoppingCustomLabel3,googleShoppingCustomLabel4,variantImage,variantWeightUnit,variantTaxCode,costperitem,status
universal-remote-146cm-1,Universal Remote 146cm,"<div dir=""ltr"">
<meta charset=""utf-8"">
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>The Universal Remote Series<br></b>Control your future, past &amp; present with the Universal Remote. This powerful Claymore grants itʼs wielder a boost in power &amp; creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b></b>Available in sizes: 146cm, 152cm, 155cm, 158cm<b><br></b></p>
<meta charset=""utf-8"">
<meta charset=""utf-8"">
<meta charset=""utf-8"">
<h4 class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><span style=""color: #666666;"">Expected Ship Date: 10.31.19</span></h4>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>DeathCore<br></b>The Death Core is a fun and snappy core that has been proven time after time to be most preferred core from our riders. Years of testing with this core on groomers, terrain parks, and urban terrain has resulted in a proven core that lives up to the standards of the brand</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Death Core = Bamboo + Poplar Core + Strength + Flex + Lightweight + Super Fun</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Medium Flex </p>
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>The Death Core has a nice flex that isnʼt too stiff, not too soft, but maintains its liveliness longer than other cores in part to the strength of bamboo. The Death Core is ideal for your day to day riding with your buds and freestyle excursions, wherever that may be. The environmental impacts of bamboo as a rapid renewable resource helps make the core a no-brainer.</span></p>
<meta charset=""utf-8"">
<p><b><strong>Aura of Protection Top Sheet<br></strong></b>A magical matte top sheet that protects your board and helps give you grip while riding one-footed. Protects from most-evil spells, hexes, curses, and witch’s brews. Note: does not protect against ski school kids stepping on your board.</p>
<p><b>Sundae Sidewalls<br></b><span>No one likes chatter.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space""> </span><span>UMHW is a proven industry standard for dampening your ride and letting you focus on where you want to go instead of fighting your deck.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space"">  </span><span>Let our sidewalls help you ride, better.</span></p>
<p><b>XXX Fiberglass Weave - for the hardcore kids. Vin Diesel can come too.<br></b>With the combo of our Death Core, a triaxial fiberglass weave complements the wood core by adding strength and creates the perfect flex for our snowboards. Combined with the Super Sundae Sidewalls + Death Core, the triaxial fiberglass strengthens the board (torsionally) to help the board keep its strength on turns and gives it the perfect flex. Fiberglass is such an underrated material - biaxial fiberglass makes a snowboard too soft, and basalt triaxial makes it (lighter but) too stiff. Our Fiberglass Weave complements our cores and the rest of our materials together to make it a Super Happytime Death Machine.</p>
</div>
</div>
</div>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><strong><br>Hybrid Camber</strong><br><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/Asset_1_1024x1024.png?v=1506273470"" alt=""""></p>
<p class=""m_-8237263561138895069gmail-m_-5920322660008063717gmail-p2"">'Universal Remote' Specifications</p>
<table width=""100%"">
<tbody>
<tr>
<td><strong>Size</strong></td>
<td><strong>Effective Edge</strong></td>
<td><strong>Contact Length</strong></td>
<td><strong>Waist Width</strong></td>
<td><strong>Sidecut</strong></td>
</tr>
<tr>
<td>146cm</td>
<td>110.4 cm</td>
<td>109 cm</td>
<td>24.8 cm</td>
<td>7.35 cm</td>
</tr>
<tr>
<td>152cm</td>
<td>116.4 cm</td>
<td>114 cm</td>
<td>25.3 cm</td>
<td>7.65 cm</td>
</tr>
<tr>
<td>155cm</td>
<td>119.4 cm</td>
<td>117 cm</td>
<td>25.7 cm</td>
<td>7.8 cm</td>
</tr>
<tr>
<td>158cm</td>
<td>122.4 cm</td>
<td>119 cm</td>
<td>25.9 cm</td>
<td>7.95 cm</td>
</tr>
</tbody>
</table>
</div>",Super Happytime Death Machine,Snowboards,"",true,Color,Strawberry (Light Pink),,,,,2019UR146,3628.73896,shopify,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_1B-01_734a12ec-87f4-4bdb-9b94-cafc2e3f24b8.png?v=1566104923,1,,false,,"Control your future, past & present with the Universal Remote. This powerful Claymore grants itʼs wielder a boost in power & creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_1A-01_482e3c28-b7b8-40bc-981b-120ced7103bc.png?v=1566104932,lb,,160.00,active
universal-remote-146cm-1,,,,,,,,Chocolate (Black),,,,,2019UR147,3628.73896,shopify,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_1A-01_482e3c28-b7b8-40bc-981b-120ced7103bc.png?v=1566104932,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_1B-01_734a12ec-87f4-4bdb-9b94-cafc2e3f24b8.png?v=1566104923,lb,,160.00,
the-devil-you-know-157cm-1,'The Devil You Know' 157cm,"<meta charset=""utf-8"">
<div dir=""ltr"">
<meta charset=""utf-8"">
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>The Devil You Know Series<br></b>The Devil You Know is a powerful tool for conquering any powder day, mountains bow to it. Wield its power properly. This Claymore will help guide you, make you stronger. It will keep you light as feather &amp; fast as the wind.</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2"">Available in sizes: 157cm</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>DeathCore<br></b>The Death Core is a fun and snappy core that has been proven time after time to be most preferred core from our riders. Years of testing with this core on groomers, terrain parks, and urban terrain has resulted in a proven core that lives up to the standards of the brand</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Death Core = Bamboo + Poplar Core + Strength + Flex + Lightweight + Super Fun</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Medium Flex </p>
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>The Death Core has a nice flex that isnʼt too stiff, not too soft, but maintains its liveliness longer than other cores in part to the strength of bamboo. The Death Core is ideal for your day to day riding with your buds and freestyle excursions, wherever that may be. The environmental impacts of bamboo as a rapid renewable resource helps make the core a no-brainer.</span></p>
<p><b><strong>Aura of Protection Top Sheet<br></strong></b>A magical matte top sheet that protects your board and helps give you grip while riding one-footed. Protects from most-evil spells, hexes, curses, and witch’s brews. Note: does not protect against ski school kids stepping on your board.</p>
<p><b>Sundae Sidewalls<br></b><span>No one likes chatter.</span><span class=""m_-8237263561138895069gmail-m_-5920322660008063717gmail-Apple-converted-space""> This year we upgraded the Sundae Sidewalls from UMHW to Polyurethane sidewalls! Polyurethane absorbs more energy than other sidewalls and adverse to extreme temperatures.  Stronger and more resilient.  This upgrade comes at no cost to you, so enjoy that seat up there in the first class.</span></p>
<p><b>XXX Fiberglass Weave - for the hardcore kids. Vin Diesel can come too.<br></b>With the combo of our Death Core, a triaxial fiberglass weave complements the wood core by adding strength and creates the perfect flex for our snowboards. Combined with the Super Sundae Sidewalls + Death Core, the triaxial fiberglass strengthens the board (torsionally) to help the board keep its strength on turns and gives it the perfect flex. Fiberglass is such an underrated material - biaxial fiberglass makes a snowboard too soft, and basalt triaxial makes it (lighter but) too stiff. Our Fiberglass Weave complements our cores and the rest of our materials together to make it a Super Happytime Death Machine.</p>
<p><strong>Skate Tip Camber</strong></p>
</div>
</div>
</div>
<p><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/Asset_4_1024x1024.png?v=1506403331"" alt=""""></p>
<p><strong>'The Devil You Know' Specifications</strong></p>
<table width=""100%"">
<tbody>
<tr>
<td>
<p><strong>Size</strong></p>
</td>
<td>
<p><strong>Effective Edge</strong></p>
</td>
<td>
<p><strong>Contact Length</strong></p>
</td>
<td>
<p><strong>Waist Width</strong></p>
</td>
<td>
<p><strong>Sidecut</strong></p>
</td>
</tr>
<tr>
<td>
<p>157cm</p>
</td>
<td>
<p>120 cm</p>
</td>
<td>
<p>118 cm</p>
</td>
<td>
<p>25.4 cm</p>
</td>
<td>
<p>8.15 cm</p>
</td>
</tr>
</tbody>
</table>
</div>",Super Happytime Death Machine,Snowboards,"",true,Color,Vanilla (White),,,,,"",3628.73896,shopify,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_4A-01-01.png?v=1566104218,1,,false,,"The Devil You Know Series, Available in sizes: 158cm. The Death Core is a fun and snappy core that has been proven time after time to be most preferred ...",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_4A-01-01.png?v=1566104218,lb,,160.00,active
the-devil-you-know-157cm-1,,,,,,,,Chocolate (Black),,,,,"",3628.73896,shopify,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_4B-01.png?v=1566104226,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_4B-01.png?v=1566104226,lb,,160.00,
shdm-logo-short-sleeve-unisex-tee,"""SHDM Logo"" Short Sleeve Unisex Tee -White","<p><strong>For the Devout...We give you this shirt.</strong></p>
<p><span>This updated essential unisex jersey t shirt fits like a well-loved favorite, featuring a crew neck, short sleeves and designed with superior Airlume combed and ring-spun cotton.</span><br><br><b>Features:</b><span> Side-seamed. Retail fit. Unisex sizing. Shoulder taping.</span><br><br><b>Fabrication:</b><br><b>Solid Colors: </b><span>100% Airlume combed and ring-spun cotton, 32 single 4.2 oz. (Ash - 99% Airlume combed and ring-spun cotton, 1% poly)</span></p>
<p><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/UNISEX_XS-4XL_a6dc02a8-80fb-471b-b1d7-e7676092e4e1_large.jpg?v=1565055851"" alt=""""></p>
<p><em><strong>100% NO SWEATSHOPS &amp; ECO-FRIENDLY PRODUCTION</strong></em></p>
<p> </p>
<p> </p>
<p> </p>",Super Happytime Death Machine,"","",false,Size,SMALL,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/test2_0dc8d2fa-0b76-482c-aeb9-c420ebe59fab.jpg?v=1565057668,1,,false,,,,,,,,,,,,,,,,,lb,,12.88,active
shdm-logo-short-sleeve-unisex-tee,,,,,,,,MEDIUM,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/30010033_5.jpg?v=1565057677,2,,,,,,,,,,,,,,,,,,,lb,,12.88,
shdm-logo-short-sleeve-unisex-tee,,,,,,,,LARGE,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,12.88,
shdm-logo-short-sleeve-unisex-tee,,,,,,,,EXTRA LARGE,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,12.88,
death-machine-short-sleeve-unisex-tee,"""Death Machine"" Short Sleeve Unisex Tee -Soft Cream","<p>A frosty Death Machine for those of you who dislike bunnies or whatever. <strong>For fans of Death Machines we offer this shirt. </strong></p>
<p><span>This updated essential unisex jersey t shirt fits like a well-loved favorite, featuring a crew neck, short sleeves and designed with superior Airlume combed and ring-spun cotton.</span><br><br><b>Features:</b><span> Side-seamed. Retail fit. Unisex sizing. Shoulder taping.</span><br><br><b>Fabrication:</b><br><b>Solid Colors: </b><span>100% Airlume combed and ring-spun cotton, 32 single 4.2 oz. (Ash - 99% Airlume combed and ring-spun cotton, 1% poly)</span></p>
<p><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/UNISEX_XS-4XL_a6dc02a8-80fb-471b-b1d7-e7676092e4e1_large.jpg?v=1565055851"" alt=""""> </p>
<p><strong><em>100% NO SWEATSHOPS &amp; ECO-FRIENDLY PRODUCTION</em></strong></p>
<p> </p>",Super Happytime Death Machine,"","",false,Size,SMALL,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/DM.jpg?v=1565027544,1,,false,,,,,,,,,,,,,,,,,lb,,12.88,active
death-machine-short-sleeve-unisex-tee,,,,,,,,MEDIUM,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/30019633_6.jpg?v=1565057596,2,,,,,,,,,,,,,,,,,,,lb,,12.88,
death-machine-short-sleeve-unisex-tee,,,,,,,,LARGE,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,12.88,
death-machine-short-sleeve-unisex-tee,,,,,,,,EXTRA LARGE,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,12.88,
super-happytime-short-sleeve-unisex-tee,"""Super Happytime"" Short Sleeve Unisex Tee-Asphalt","<p><strong>Why are you wearing that stupid bunny suit?</strong> I dunno Donnie but this shirt has a cute rabbit on it and nobody appreciates that contrived reference.</p>
<p><strong>For fans of Super Happytimes we offer you this shirt. </strong></p>
<p><span>This updated essential unisex jersey t shirt fits like a well-loved favorite, featuring a crew neck, short sleeves and designed with superior Airlume combed and ring-spun cotton.</span><br><br><b>Features:</b><span> Side-seamed. Retail fit. Unisex sizing. Shoulder taping.</span><br><br><b>Fabrication:</b><br><b>Solid Colors: </b><span>100% Airlume combed and ring-spun cotton, 32 single 4.2 oz. (Ash - 99% Airlume combed and ring-spun cotton, 1% poly)</span></p>
<p><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/UNISEX_XS-4XL_a6dc02a8-80fb-471b-b1d7-e7676092e4e1_large.jpg?v=1565055851"" alt=""""></p>
<p><em><strong>100% NO SWEATSHOPS &amp; ECO-FRIENDLY PRODUCTION</strong></em></p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>",Super Happytime Death Machine,"","",false,Size,SMALL,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/SH.jpg?v=1565055375,1,,false,,,,,,,,,,,,,,,,,lb,,12.88,active
super-happytime-short-sleeve-unisex-tee,,,,,,,,MEDIUM,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/30017333_5.jpg?v=1565057703,2,,,,,,,,,,,,,,,,,,,lb,,12.88,
super-happytime-short-sleeve-unisex-tee,,,,,,,,LARGE,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,12.88,
super-happytime-short-sleeve-unisex-tee,,,,,,,,EXTRA LARGE,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,12.88,
no-friends-short-sleeve-unisex-tee,"""SHDM Logo"" Short Sleeve Unisex Tee - Vintage Black","<p><strong>For the Devout...We give you this shirt.</strong></p>
<p><span>This updated essential unisex jersey t shirt fits like a well-loved favorite, featuring a crew neck, short sleeves and designed with superior Airlume combed and ring-spun cotton.</span><br><br><b>Features:</b><span> Side-seamed. Retail fit. Unisex sizing. Shoulder taping.</span><br><br><b>Fabrication:</b><br><b>Solid Colors: </b><span>100% Airlume combed and ring-spun cotton, 32 single 4.2 oz. (Ash - 99% Airlume combed and ring-spun cotton, 1% poly)</span></p>
<p><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/UNISEX_XS-4XL_a6dc02a8-80fb-471b-b1d7-e7676092e4e1_large.jpg?v=1565055851"" alt=""""></p>
<p><em><strong>100% NO SWEATSHOPS &amp; ECO-FRIENDLY PRODUCTION</strong></em></p>",Super Happytime Death Machine,"","",false,Size,SMALL,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/TESTSHIRT.jpg?v=1565057640,1,,false,,,,,,,,,,,,,,,,,lb,,12.88,active
no-friends-short-sleeve-unisex-tee,,,,,,,,MEDIUM,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/3001_00145_4.jpg?v=1565057649,2,,,,,,,,,,,,,,,,,,,lb,,12.88,
no-friends-short-sleeve-unisex-tee,,,,,,,,LARGE,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,12.88,
no-friends-short-sleeve-unisex-tee,,,,,,,,EXTRA LARGE,,,,,"",0.0,shopify,deny,manual,22.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,12.88,
super-happytime-and-the-cloak-of-coverings,THE CLOAK OF COVERINGS - SUPER SHROUD SS,"<div class=""page"" title=""Page 55"">
<div class=""section"">
<div class=""layoutArea"">
<div class=""column"">
<p>Others will try to influence you, charm, or frighten you. TBH that's pretty hard to do when you wear this Super Shroud. It has some things that you have come to expect from your garments and<span> </span>some that you would not. That being said, The Super Shroud and it's attributes, then, are as follows:</p>
</div>
</div>
</div>
</div>
<ul>
<li>+ 15 Dexterity +4 Agility + 9 Intellect</li>
<li><span>Forged by a powerful wizard, featuring a 5 color pink Super Happytime ice-cream logo. </span></li>
<li><span>Protection from Evil and Good. I know right?</span></li>
<li>Premium long fit tee in sizes S-XL. Why the long shirt? Wizards wear long shirts and so should you. </li>
<li>Comes with most excellent sticker sheet and Super Happytime stickers. </li>
</ul>
<div class=""page"" title=""Page 55"">
<div class=""section"">
<div class=""layoutArea"">
<div class=""column"">
<p>IA DUK! IA ANDARRA! IA ZI BATTU BA ALLU!<br>BALLAGU BEL DIRRIGU BAAGGA KA KANPA!<br>BEL ZI EXA EXA!<br>AZZAGBAT! BAZZAGBARRONIOSH!<br>ZELIG!</p>
<p> <span>IA MARRUTUKKU! IA TUKU! SUHRIM SUHGURIM!</span><br><span>ZAHRIM ZAHGURIM! AXXANNGABANNAXAXAGANNABABILLUKUKU!</span></p>
<p><span>Nine times we failed only to fail Nine more times. Nine? oh it's upside down...</span></p>
</div>
</div>
</div>
</div>
<ul></ul>",Super Happytime Death Machine,"","",false,Size,S,Color,BLACK,,,CLOAK-1,0.0,shopify,deny,manual,26.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/6A10E2C3-CE27-4E95-B7AC-EA83D90AB222.jpg?v=1538625292,1,,false,,,,,,,,,,,,,,,,,lb,,,active
super-happytime-and-the-cloak-of-coverings,,,,,,,,M,,BLACK,,,CLOAK-2,0.0,shopify,deny,manual,26.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
super-happytime-and-the-cloak-of-coverings,,,,,,,,L,,BLACK,,,CLOAK-3,0.0,shopify,deny,manual,26.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
super-happytime-and-the-cloak-of-coverings,,,,,,,,XL,,BLACK,,,CLOAK-4,0.0,shopify,deny,manual,26.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
the-devil-you-know-157cm,'The Devil You Know' 157cm,"<meta charset=""utf-8"">
<div dir=""ltr"">
<meta charset=""utf-8"">
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>The Devil You Know Series<br></b>The Devil You Know is a powerful tool for conquering any powder day, mountains bow to it. Wield its power properly. This Claymore will help guide you, make you stronger. It will keep you light as feather &amp; fast as the wind.</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2"">Available in sizes: 153, 157cm</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>DeathCore<br></b>The Death Core is a fun and snappy core that has been proven time after time to be most preferred core from our riders. Years of testing with this core on groomers, terrain parks, and urban terrain has resulted in a proven core that lives up to the standards of the brand</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Death Core = Bamboo + Poplar Core + Strength + Flex + Lightweight + Super Fun</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Medium Flex </p>
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>The Death Core has a nice flex that isnʼt too stiff, not too soft, but maintains its liveliness longer than other cores in part to the strength of bamboo. The Death Core is ideal for your day to day riding with your buds and freestyle excursions, wherever that may be. The environmental impacts of bamboo as a rapid renewable resource helps make the core a no-brainer.</span></p>
<p><b><strong>Aura of Protection Top Sheet<br></strong></b>A magical matte top sheet that protects your board and helps give you grip while riding one-footed. Protects from most-evil spells, hexes, curses, and witch’s brews. Note: does not protect against ski school kids stepping on your board.</p>
<p><b>Sundae Sidewalls<br></b><span>No one likes chatter.</span><span class=""m_-8237263561138895069gmail-m_-5920322660008063717gmail-Apple-converted-space""> This year we upgraded the Sundae Sidewalls from UMHW to Polyurethane sidewalls! Polyurethane absorbs more energy than other sidewalls and adverse to extreme temperatures.  Stronger and more resilient.  This upgrade comes at no cost to you, so enjoy that seat up there in the first class.</span></p>
<p><b>XXX Fiberglass Weave - for the hardcore kids. Vin Diesel can come too.<br></b>With the combo of our Death Core, a triaxial fiberglass weave complements the wood core by adding strength and creates the perfect flex for our snowboards. Combined with the Super Sundae Sidewalls + Death Core, the triaxial fiberglass strengthens the board (torsionally) to help the board keep its strength on turns and gives it the perfect flex. Fiberglass is such an underrated material - biaxial fiberglass makes a snowboard too soft, and basalt triaxial makes it (lighter but) too stiff. Our Fiberglass Weave complements our cores and the rest of our materials together to make it a Super Happytime Death Machine.</p>
<p><strong>Skate Tip Camber</strong></p>
</div>
</div>
</div>
<p><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/Asset_4_1024x1024.png?v=1506403331"" alt=""""></p>
<p><strong>'The Devil You Know' Specifications</strong></p>
<table width=""100%"">
<tbody>
<tr>
<td>
<p><strong>Size</strong></p>
</td>
<td>
<p><strong>Effective Edge</strong></p>
</td>
<td>
<p><strong>Contact Length</strong></p>
</td>
<td>
<p><strong>Waist Width</strong></p>
</td>
<td>
<p><strong>Sidecut</strong></p>
</td>
</tr>
<tr>
<td>
<p>153cm</p>
</td>
<td>
<p>117 cm</p>
</td>
<td>
<p>115 cm</p>
</td>
<td>
<p>25.2 cm</p>
</td>
<td>
<p>7.95 cm</p>
</td>
</tr>
<tr>
<td>
<p>157cm</p>
</td>
<td>
<p>120 cm</p>
</td>
<td>
<p>118 cm</p>
</td>
<td>
<p>25.4 cm</p>
</td>
<td>
<p>8.15 cm</p>
</td>
</tr>
</tbody>
</table>
</div>",Super Happytime Death Machine,Snowboards,"",false,Title,Default Title,,,,,"",3628.73896,shopify,deny,manual,399.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/dv_157_18.png?v=1532657776,1,,false,,"The Devil You Know Series, Available in sizes: 158cm. The Death Core is a fun and snappy core that has been proven time after time to be most preferred ...",,,,,,,,,,,,,,,lb,,,active
the-devil-you-know-153cm-1,'The Devil You Know' 153cm,"<meta charset=""utf-8"">
<div dir=""ltr"">
<meta charset=""utf-8"">
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>The Devil You Know Series<br></b>The Devil You Know is a powerful tool for conquering any powder day, mountains bow to it. Wield its power properly. This Claymore will help guide you, make you stronger. It will keep you light as feather &amp; fast as the wind.</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2"">Available in sizes: 153, 157cm</p>
<h4 class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><span style=""color: #666666;"">Expected Ship Date: 10.31.18</span></h4>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>DeathCore<br></b>The Death Core is a fun and snappy core that has been proven time after time to be most preferred core from our riders. Years of testing with this core on groomers, terrain parks, and urban terrain has resulted in a proven core that lives up to the standards of the brand</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Death Core = Bamboo + Poplar Core + Strength + Flex + Lightweight + Super Fun</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Medium Flex </p>
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>The Death Core has a nice flex that isnʼt too stiff, not too soft, but maintains its liveliness longer than other cores in part to the strength of bamboo. The Death Core is ideal for your day to day riding with your buds and freestyle excursions, wherever that may be. The environmental impacts of bamboo as a rapid renewable resource helps make the core a no-brainer.</span></p>
<p><b><strong>Aura of Protection Top Sheet<br></strong></b>A magical matte top sheet that protects your board and helps give you grip while riding one-footed. Protects from most-evil spells, hexes, curses, and witch’s brews. Note: does not protect against ski school kids stepping on your board.</p>
<p><b>Sundae Sidewalls<br></b><span>No one likes chatter.</span><span class=""m_-8237263561138895069gmail-m_-5920322660008063717gmail-Apple-converted-space""> This year we upgraded the Sundae Sidewalls from UMHW to Polyurethane sidewalls! Polyurethane absorbs more energy than other sidewalls and adverse to extreme temperatures.  Stronger and more resilient.  This upgrade comes at no cost to you, so enjoy that seat up there in the first class.</span></p>
<p><b>XXX Fiberglass Weave - for the hardcore kids. Vin Diesel can come too.<br></b>With the combo of our Death Core, a triaxial fiberglass weave complements the wood core by adding strength and creates the perfect flex for our snowboards. Combined with the Super Sundae Sidewalls + Death Core, the triaxial fiberglass strengthens the board (torsionally) to help the board keep its strength on turns and gives it the perfect flex. Fiberglass is such an underrated material - biaxial fiberglass makes a snowboard too soft, and basalt triaxial makes it (lighter but) too stiff. Our Fiberglass Weave complements our cores and the rest of our materials together to make it a Super Happytime Death Machine.</p>
<p><strong>Skate Tip Camber</strong></p>
</div>
</div>
</div>
<p><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/Asset_4_1024x1024.png?v=1506403331"" alt=""""></p>
<p><strong>'The Devil You Know' Specifications</strong></p>
<table width=""100%"">
<tbody>
<tr>
<td>
<p><strong>Size</strong></p>
</td>
<td>
<p><strong>Effective Edge</strong></p>
</td>
<td>
<p><strong>Contact Length</strong></p>
</td>
<td>
<p><strong>Waist Width</strong></p>
</td>
<td>
<p><strong>Sidecut</strong></p>
</td>
</tr>
<tr>
<td>
<p>153cm</p>
</td>
<td>
<p>117.0 cm</p>
</td>
<td>
<p>115 cm</p>
</td>
<td>
<p>25.2 cm</p>
</td>
<td>
<p>7.95 cm</p>
</td>
</tr>
<tr>
<td>
<p>157cm</p>
</td>
<td>
<p>120.0 cm</p>
</td>
<td>
<p>118 cm</p>
</td>
<td>
<p>25.4 cm</p>
</td>
<td>
<p>8.15 cm</p>
</td>
</tr>
</tbody>
</table>
</div>",Super Happytime Death Machine,Snowboards,"",false,Title,Default Title,,,,,"",3628.73896,shopify,deny,manual,399.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/153_dyk.png?v=1531962270,1,,false,,"The Devil You Know Series, Available in sizes: 158cm. The Death Core is a fun and snappy core that has been proven time after time to be most preferred ...",,,,,,,,,,,,,,,lb,,,active
